Terminal Name,Terminal Country,Terminal UUID,Terminal Type,Direction,Connected Terminal Name,Connected Terminal Country,Connected Terminal UUID,Connected Terminal Type,Transit Points,Distance_(NM)_Masterinput,Distance_(NM)_DDT,Distance_(NM)_atobviac,Distance_(NM)_veson,Notes,,Summary Statistics:
LNG Canada,Canada,00369d3c-62db-4833-8c49-ea1a2fbb2b18,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,"Strait of Magellan, Panama",,,,,,,
LNG Canada,Canada,00369d3c-62db-4833-8c49-ea1a2fbb2b18,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,None,,,,,,,
Lake Charles,USA,003ff22f-77d8-413f-9997-2c6280e7c28c,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Panama, Suez, Cape of Good Hope",,,,,,,
Lake Charles,USA,003ff22f-77d8-413f-9997-2c6280e7c28c,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Murmansk,Russia,003f9252-e4e3-4957-8462-36f4b61b3370,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,Suez,,,,,,,
Murmansk,Russia,003f9252-e4e3-4957-8462-36f4b61b3370,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Murmansk,Russia,003f9252-e4e3-4957-8462-36f4b61b3370,Export,Export to,Grain,UK,003509bf-b256-455e-9480-22162a401587,Import,None,,,,,,,
Murmansk,Russia,003f9252-e4e3-4957-8462-36f4b61b3370,Export,Export to,Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Aliaga,Turkey,0031c9b7-2130-4f2b-9e33-00ebc2c99d51,Import,"Cape of Good Hope, Suez",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,Cape of Good Hope,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Bahia Blanca,Argentina,0039ea55-8adc-4448-ba3f-812c44c2d293,Import,Cape of Good Hope,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Bahrain,Bahrain,003553b5-b442-4ec4-b1f7-d95cef95f4bd,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Batangas,Philippines,003cc07a-14ff-4f9e-87e4-7124d809c045,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Cartagena (COL),Colombia,003ad466-2aba-4f40-b016-f8af4762034f,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Dapeng,China,00398183-cb2e-4d28-b673-44289872ba94,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Ennore LNG,India,0037c692-6771-4cf2-8099-4e695e69935a,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Ereglisi,Turkey,003c0df2-60d1-4aa6-89c1-c5a860c8d56f,Import,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Escobar,Argentina,003e049d-6197-4a0d-b075-517aaffd689a,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Hazira,India,0035c0fe-299d-4696-8c94-45f4878c9dda,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,"Cape of Good Hope, Suez",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,"Cape of Good Hope, Suez",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,La Spezia,Italy,003a212d-0ecb-464a-a679-b90ea65a7a14,Import,"Cape of Good Hope, Suez",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Quintero,Chile,00382738-2387-431b-8740-155d26a8ef0b,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Richards Bay,South Africa,003ea2f5-f0fa-4e5e-9717-734cefabec68,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,"Cape of Good Hope, Suez",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Singapore,Singapore,00301fdd-c604-41e4-8d58-48148bde7aa9,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,"Suez, Cape of Good Hope",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,None,,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,"Cape of Good Hope, Suez",,,,,,,
NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,Export to,Yung An,Taiwan,00386200-185c-449a-a86f-7eb68ce6bfc7,Import,None,,,,,,,
Peru LNG,Peru,00398395-a9d6-4d09-8e17-f731caf760d9,Export,Export to,Dragon,UK,00353980-7951-434c-a45b-9ec5ef1735a0,Import,"Panama, Strait of Magellan",,,,,,,
Peru LNG,Peru,00398395-a9d6-4d09-8e17-f731caf760d9,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
Peru LNG,Peru,00398395-a9d6-4d09-8e17-f731caf760d9,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,"Panama, None",,,,,,,
Peru LNG,Peru,00398395-a9d6-4d09-8e17-f731caf760d9,Export,Export to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,"Suez, Cape of Good Hope",,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Alexandroupolis,Greece,00352746-7b90-4f69-a995-6048f670c1b8,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Bilbao,Spain,0036dbaa-23dd-42cc-a22a-2ec332951bac,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Brunsbuttel,Germany,0030e65a-383d-4769-bc2b-33ae56657062,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Deutsche Ostsee,Germany,003c065f-2780-49f0-a070-b1313f782503,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Dragon,UK,00353980-7951-434c-a45b-9ec5ef1735a0,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Eemshaven,Netherlands,00324816-065e-48e9-94fa-98eaf1aee433,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Panama, Cape of Good Hope, Suez",,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Grain,UK,003509bf-b256-455e-9480-22162a401587,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Huelva,Spain,003f6682-9a02-442e-9762-f75b63530277,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Sines,Portugal,00359de5-92cd-4abd-ac62-d63bef384c1b,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,South Hook,UK,003d2908-3754-46a4-acdc-675e9f63ae06,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Stade,Germany,003b319e-b29e-4853-b4ee-85794d5bacba,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Wilhelmshaven,Germany,003af9a7-c419-4360-8fad-4a558a1d8730,Import,None,,,,,,,
Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,Export to,Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,None,,,,,,,
Port Moresby,Papua New Guinea,0031b38c-2108-443e-9bea-bc0fccce37f7,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
Port Moresby,Papua New Guinea,0031b38c-2108-443e-9bea-bc0fccce37f7,Export,Export to,Shenzhen,China,0032fed7-dadd-4465-b8f5-0cc4e8915574,Import,None,,,,,,,
Puerto Libertad,Mexico,003ef335-be59-48ca-97aa-cf1fd8dea6fb,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
Puerto Libertad,Mexico,003ef335-be59-48ca-97aa-cf1fd8dea6fb,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Panama,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,"None, Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Bahia Blanca,Argentina,0039ea55-8adc-4448-ba3f-812c44c2d293,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Bahrain,Bahrain,003553b5-b442-4ec4-b1f7-d95cef95f4bd,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Brunsbuttel,Germany,0030e65a-383d-4769-bc2b-33ae56657062,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Deutsche Ostsee,Germany,003c065f-2780-49f0-a070-b1313f782503,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Dunkerque,France,0033b569-7a8b-441b-841c-760e76d9e36e,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Eemshaven,Netherlands,00324816-065e-48e9-94fa-98eaf1aee433,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Ennore LNG,India,0037c692-6771-4cf2-8099-4e695e69935a,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Ereglisi,Turkey,003c0df2-60d1-4aa6-89c1-c5a860c8d56f,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Escobar,Argentina,003e049d-6197-4a0d-b075-517aaffd689a,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Fos Cavaou,France,003e3e36-1826-42f8-b789-c8137d7e0f34,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Grain,UK,003509bf-b256-455e-9480-22162a401587,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Hazira,India,0035c0fe-299d-4696-8c94-45f4878c9dda,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Huelva,Spain,003f6682-9a02-442e-9762-f75b63530277,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Richards Bay,South Africa,003ea2f5-f0fa-4e5e-9717-734cefabec68,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Singapore,Singapore,00301fdd-c604-41e4-8d58-48148bde7aa9,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,South Hook,UK,003d2908-3754-46a4-acdc-675e9f63ae06,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Stade,Germany,003b319e-b29e-4853-b4ee-85794d5bacba,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,None,,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,"Suez, Cape of Good Hope",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Wilhelmshaven,Germany,003af9a7-c419-4360-8fad-4a558a1d8730,Import,"Cape of Good Hope, Suez",,,,,,,
Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,Export to,Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,"Cape of Good Hope, Suez",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,None,,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,None,,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Aliaga,Turkey,0031c9b7-2130-4f2b-9e33-00ebc2c99d51,Import,"Suez, Cape of Good Hope",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,"Cape of Good Hope, Suez",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Bahia Blanca,Argentina,0039ea55-8adc-4448-ba3f-812c44c2d293,Import,"None, Suez, Cape of Good Hope",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Bahrain,Bahrain,003553b5-b442-4ec4-b1f7-d95cef95f4bd,Import,None,,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,"Suez, Cape of Good Hope",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Brunsbuttel,Germany,0030e65a-383d-4769-bc2b-33ae56657062,Import,"Suez, Cape of Good Hope",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Cartagena (COL),Colombia,003ad466-2aba-4f40-b016-f8af4762034f,Import,"Suez, Cape of Good Hope",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,None,,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,None,,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Dapeng,China,00398183-cb2e-4d28-b673-44289872ba94,Import,None,,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Deutsche Ostsee,Germany,003c065f-2780-49f0-a070-b1313f782503,Import,"Cape of Good Hope, Suez",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Dhamra,India,003a0415-de98-4fd2-86bb-0aaceee67b1f,Import,None,,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Dragon,UK,00353980-7951-434c-a45b-9ec5ef1735a0,Import,"Suez, Cape of Good Hope",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Dunkerque,France,0033b569-7a8b-441b-841c-760e76d9e36e,Import,"Suez, Cape of Good Hope",,,,,,,
Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Export to,Eemshaven,Netherlands,00324816-065e-48e9-94fa-98eaf1aee433,Import,"Suez, Cape of Good Hope",,,,,,,
