Terminal Name,Terminal Country,Terminal UUID,Terminal Type,Direction,Connected Terminal Name,Connected Terminal Country,Connected Terminal UUID,Connected Terminal Type,Transit Points,Distance_(NM)_Masterinput,Distance_(NM)_DDT,Distance_(NM)_atobviac,Distance_(NM)_veson,Notes,,Summary Statistics:
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,None,,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,None,,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Sines,Portugal,00359de5-92cd-4abd-ac62-d63bef384c1b,Import,None,,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Stade,Germany,003b319e-b29e-4853-b4ee-85794d5bacba,Import,None,,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,None,,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,"Panama, Cape of Good Hope, Suez",,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,None,,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Wilhelmshaven,Germany,003af9a7-c419-4360-8fad-4a558a1d8730,Import,None,,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Yung An,Taiwan,00386200-185c-449a-a86f-7eb68ce6bfc7,Import,"Panama, Suez, Cape of Good Hope",,,,,,,
Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Export to,Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,None,,,,,,,
DSLNG,Brunei,0038c659-fc9c-4d7d-a136-b227aba287ba,Export,Export to,Arun,Indonesia,00378915-9416-4fce-afae-8e55ea95b26d,Import,None,,,,,,,
DSLNG,Brunei,0038c659-fc9c-4d7d-a136-b227aba287ba,Export,Export to,Lampung,Indonesia,003a81ab-1590-4d5d-9a4c-69857a9f6985,Import,None,,,,,,,
DSLNG,Brunei,0038c659-fc9c-4d7d-a136-b227aba287ba,Export,Export to,Nusantara,Indonesia,0033e22e-c545-469b-95c1-4d16bdbba1ef,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Bahrain,Bahrain,003553b5-b442-4ec4-b1f7-d95cef95f4bd,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Ennore LNG,India,0037c692-6771-4cf2-8099-4e695e69935a,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Ereglisi,Turkey,003c0df2-60d1-4aa6-89c1-c5a860c8d56f,Import,Suez,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,"Cape of Good Hope, Suez",,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,None,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,Suez,,,,,,,
Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,Export to,Singapore,Singapore,00301fdd-c604-41e4-8d58-48148bde7aa9,Import,None,,,,,,,
Delfin FLNG,USA,003fa7a4-b8ff-42e7-a146-983baddc769c,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Panama, Suez, Cape of Good Hope",,,,,,,
Delfin FLNG,USA,003fa7a4-b8ff-42e7-a146-983baddc769c,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Elba Island,USA,00352a22-e959-4233-b93d-d23a0da3dfed,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Suez, Panama, Cape of Good Hope",,,,,,,
Elba Island,USA,00352a22-e959-4233-b93d-d23a0da3dfed,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,"Suez, Cape of Good Hope",,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,"Suez, Cape of Good Hope",,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Bahia Blanca,Argentina,0039ea55-8adc-4448-ba3f-812c44c2d293,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Cartagena (COL),Colombia,003ad466-2aba-4f40-b016-f8af4762034f,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,"Suez, Cape of Good Hope",,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,"Suez, Cape of Good Hope",,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Ereglisi,Turkey,003c0df2-60d1-4aa6-89c1-c5a860c8d56f,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Escobar,Argentina,003e049d-6197-4a0d-b075-517aaffd689a,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Suez, Panama, Cape of Good Hope",,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Grain,UK,003509bf-b256-455e-9480-22162a401587,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Suez,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,None,,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Singapore,Singapore,00301fdd-c604-41e4-8d58-48148bde7aa9,Import,"Panama, Suez, Cape of Good Hope",,,,,,,
Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,"None, Panama",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Bahia Blanca,Argentina,0039ea55-8adc-4448-ba3f-812c44c2d293,Import,Strait of Magellan,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Batangas,Philippines,003cc07a-14ff-4f9e-87e4-7124d809c045,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Dapeng,China,00398183-cb2e-4d28-b673-44289872ba94,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Ereglisi,Turkey,003c0df2-60d1-4aa6-89c1-c5a860c8d56f,Import,"Suez, Cape of Good Hope",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Escobar,Argentina,003e049d-6197-4a0d-b075-517aaffd689a,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Fos Cavaou,France,003e3e36-1826-42f8-b789-c8137d7e0f34,Import,"Suez, Cape of Good Hope",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Suez,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,"Suez, Panama, Cape of Good Hope",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,"Panama, Cape of Good Hope, Suez",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,"Suez, Cape of Good Hope",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,"Suez, Cape of Good Hope",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Richards Bay,South Africa,003ea2f5-f0fa-4e5e-9717-734cefabec68,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,"Cape of Good Hope, Suez",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Singapore,Singapore,00301fdd-c604-41e4-8d58-48148bde7aa9,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,"Suez, Cape of Good Hope, Panama",,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,None,,,,,,,
GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Export to,Yung An,Taiwan,00386200-185c-449a-a86f-7eb68ce6bfc7,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Aliaga,Turkey,0031c9b7-2130-4f2b-9e33-00ebc2c99d51,Import,"Suez, Cape of Good Hope",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,Cape of Good Hope,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,"Cape of Good Hope, Suez",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Caofeidian,China,0036bb58-b8b6-4f04-95fe-ddce2a1f16f9,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Dapeng,China,00398183-cb2e-4d28-b673-44289872ba94,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Fos Cavaou,France,003e3e36-1826-42f8-b789-c8137d7e0f34,Import,Cape of Good Hope,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,"Cape of Good Hope, Suez",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Grain,UK,003509bf-b256-455e-9480-22162a401587,Import,Suez,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,"Suez, Cape of Good Hope",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,"Suez, Cape of Good Hope",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,"Suez, Cape of Good Hope",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,"Suez, Cape of Good Hope",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,"Cape of Good Hope, Suez",,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Yung An,Taiwan,00386200-185c-449a-a86f-7eb68ce6bfc7,Import,None,,,,,,,
Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,Export to,Zhoushan,China,003f1759-2659-47b7-b5ff-72878a81e5eb,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,"Suez, Cape of Good Hope",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,"Cape of Good Hope, Suez",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Aliaga,Turkey,0031c9b7-2130-4f2b-9e33-00ebc2c99d51,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Bahia Blanca,Argentina,0039ea55-8adc-4448-ba3f-812c44c2d293,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Brunsbuttel,Germany,0030e65a-383d-4769-bc2b-33ae56657062,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,"Cape of Good Hope, Suez",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,"Suez, Cape of Good Hope",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Dapeng,China,00398183-cb2e-4d28-b673-44289872ba94,Import,Cape of Good Hope,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Deutsche Ostsee,Germany,003c065f-2780-49f0-a070-b1313f782503,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Dragon,UK,00353980-7951-434c-a45b-9ec5ef1735a0,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Dunkerque,France,0033b569-7a8b-441b-841c-760e76d9e36e,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Eemshaven,Netherlands,00324816-065e-48e9-94fa-98eaf1aee433,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Ereglisi,Turkey,003c0df2-60d1-4aa6-89c1-c5a860c8d56f,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Escobar,Argentina,003e049d-6197-4a0d-b075-517aaffd689a,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Fos Cavaou,France,003e3e36-1826-42f8-b789-c8137d7e0f34,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Panama, Cape of Good Hope, Suez",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Grain,UK,003509bf-b256-455e-9480-22162a401587,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Huelva,Spain,003f6682-9a02-442e-9762-f75b63530277,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,"Suez, Cape of Good Hope, Panama",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,"Suez, Cape of Good Hope",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,"Suez, Cape of Good Hope",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,"Cape of Good Hope, Suez",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Richards Bay,South Africa,003ea2f5-f0fa-4e5e-9717-734cefabec68,Import,"Cape of Good Hope, Suez",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Sines,Portugal,00359de5-92cd-4abd-ac62-d63bef384c1b,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Singapore,Singapore,00301fdd-c604-41e4-8d58-48148bde7aa9,Import,"Cape of Good Hope, Suez",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,South Hook,UK,003d2908-3754-46a4-acdc-675e9f63ae06,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Stade,Germany,003b319e-b29e-4853-b4ee-85794d5bacba,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,"Cape of Good Hope, Panama, Suez",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Wilhelmshaven,Germany,003af9a7-c419-4360-8fad-4a558a1d8730,Import,None,,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Yung An,Taiwan,00386200-185c-449a-a86f-7eb68ce6bfc7,Import,"Suez, Cape of Good Hope",,,,,,,
Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,Export to,Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,None,,,,,,,
Kamchatka,Russia,0033d717-1d87-407b-94b0-3f115ecd1887,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
Kamchatka,Russia,0033d717-1d87-407b-94b0-3f115ecd1887,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Panama,,,,,,,
Kamchatka,Russia,0033d717-1d87-407b-94b0-3f115ecd1887,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,None,,,,,,,
LNG Canada,Canada,00369d3c-62db-4833-8c49-ea1a2fbb2b18,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,None,,,,,,,
